LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC003718,Std,02/11/2012 21:30:00,0.48,ACORN-A,Affluent
MAC003718,Std,02/11/2012 22:00:00,0.316,ACORN-A,Affluent
MAC003718,Std,02/11/2012 22:30:00,0.238,ACORN-A,Affluent
MAC003718,Std,02/11/2012 23:00:00,0.285,ACORN-A,Affluent
MAC003718,Std,02/11/2012 23:30:00,0.351,ACORN-A,Affluent
MAC003718,Std,03/11/2012 00:00:00,0.78,ACORN-A,Affluent
MAC003718,Std,03/11/2012 00:30:00,0.427,ACORN-A,Affluent
MAC003718,Std,03/11/2012 01:00:00,0.353,ACORN-A,Affluent
MAC003718,Std,03/11/2012 01:30:00,0.088,ACORN-A,Affluent
MAC003718,Std,03/11/2012 02:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,03/11/2012 02:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,03/11/2012 03:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,03/11/2012 03:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,03/11/2012 04:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,03/11/2012 04:30:00,0.127,ACORN-A,Affluent
MAC003718,Std,03/11/2012 05:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,03/11/2012 05:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,03/11/2012 06:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,03/11/2012 06:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,03/11/2012 07:00:00,0.138,ACORN-A,Affluent
MAC003718,Std,03/11/2012 07:30:00,0.312,ACORN-A,Affluent
MAC003718,Std,03/11/2012 08:00:00,0.14,ACORN-A,Affluent
MAC003718,Std,03/11/2012 08:30:00,0.136,ACORN-A,Affluent
MAC003718,Std,03/11/2012 09:00:00,0.151,ACORN-A,Affluent
MAC003718,Std,03/11/2012 09:30:00,0.295,ACORN-A,Affluent
MAC003718,Std,03/11/2012 10:00:00,0.965,ACORN-A,Affluent
MAC003718,Std,03/11/2012 10:30:00,0.42,ACORN-A,Affluent
MAC003718,Std,03/11/2012 11:00:00,0.24,ACORN-A,Affluent
MAC003718,Std,03/11/2012 11:30:00,0.387,ACORN-A,Affluent
MAC003718,Std,03/11/2012 12:00:00,0.402,ACORN-A,Affluent
MAC003718,Std,03/11/2012 12:30:00,0.163,ACORN-A,Affluent
MAC003718,Std,03/11/2012 13:00:00,0.102,ACORN-A,Affluent
MAC003718,Std,03/11/2012 13:30:00,0.108,ACORN-A,Affluent
MAC003718,Std,03/11/2012 14:00:00,0.113,ACORN-A,Affluent
MAC003718,Std,03/11/2012 14:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,03/11/2012 15:00:00,0.079,ACORN-A,Affluent
MAC003718,Std,03/11/2012 15:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,03/11/2012 16:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,03/11/2012 16:30:00,0.221,ACORN-A,Affluent
MAC003718,Std,03/11/2012 17:00:00,0.502,ACORN-A,Affluent
MAC003718,Std,03/11/2012 17:30:00,0.719,ACORN-A,Affluent
MAC003718,Std,03/11/2012 18:00:00,0.295,ACORN-A,Affluent
MAC003718,Std,03/11/2012 18:30:00,0.308,ACORN-A,Affluent
MAC003718,Std,03/11/2012 19:00:00,0.294,ACORN-A,Affluent
MAC003718,Std,03/11/2012 19:30:00,0.533,ACORN-A,Affluent
MAC003718,Std,03/11/2012 20:00:00,0.9,ACORN-A,Affluent
MAC003718,Std,03/11/2012 20:30:00,0.302,ACORN-A,Affluent
MAC003718,Std,03/11/2012 21:00:00,0.251,ACORN-A,Affluent
MAC003718,Std,03/11/2012 21:30:00,0.223,ACORN-A,Affluent
MAC003718,Std,03/11/2012 22:00:00,0.196,ACORN-A,Affluent
MAC003718,Std,03/11/2012 22:30:00,0.287,ACORN-A,Affluent
MAC003718,Std,03/11/2012 23:00:00,0.449,ACORN-A,Affluent
MAC003718,Std,03/11/2012 23:30:00,0.591,ACORN-A,Affluent
MAC003718,Std,04/11/2012 00:00:00,0.152,ACORN-A,Affluent
MAC003718,Std,04/11/2012 00:30:00,0.5,ACORN-A,Affluent
MAC003718,Std,04/11/2012 01:00:00,0.342,ACORN-A,Affluent
MAC003718,Std,04/11/2012 01:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,04/11/2012 02:00:00,0.08,ACORN-A,Affluent
MAC003718,Std,04/11/2012 02:30:00,0.082,ACORN-A,Affluent
MAC003718,Std,04/11/2012 03:00:00,0.089,ACORN-A,Affluent
MAC003718,Std,04/11/2012 03:30:00,0.079,ACORN-A,Affluent
MAC003718,Std,04/11/2012 04:00:00,0.08,ACORN-A,Affluent
MAC003718,Std,04/11/2012 04:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,04/11/2012 05:00:00,0.119,ACORN-A,Affluent
MAC003718,Std,04/11/2012 05:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,04/11/2012 06:00:00,0.16,ACORN-A,Affluent
MAC003718,Std,04/11/2012 06:30:00,0.175,ACORN-A,Affluent
MAC003718,Std,04/11/2012 07:00:00,0.154,ACORN-A,Affluent
MAC003718,Std,04/11/2012 07:30:00,0.172,ACORN-A,Affluent
MAC003718,Std,04/11/2012 08:00:00,0.32,ACORN-A,Affluent
MAC003718,Std,04/11/2012 08:30:00,0.239,ACORN-A,Affluent
MAC003718,Std,04/11/2012 09:00:00,0.233,ACORN-A,Affluent
MAC003718,Std,04/11/2012 09:30:00,0.278,ACORN-A,Affluent
MAC003718,Std,04/11/2012 10:00:00,0.315,ACORN-A,Affluent
MAC003718,Std,04/11/2012 10:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,04/11/2012 11:00:00,0.138,ACORN-A,Affluent
MAC003718,Std,04/11/2012 11:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,04/11/2012 12:00:00,0.137,ACORN-A,Affluent
MAC003718,Std,04/11/2012 12:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,04/11/2012 13:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,04/11/2012 13:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,04/11/2012 14:00:00,0.167,ACORN-A,Affluent
MAC003718,Std,04/11/2012 14:30:00,0.175,ACORN-A,Affluent
MAC003718,Std,04/11/2012 15:00:00,0.2,ACORN-A,Affluent
MAC003718,Std,04/11/2012 15:30:00,0.174,ACORN-A,Affluent
MAC003718,Std,04/11/2012 16:00:00,0.328,ACORN-A,Affluent
MAC003718,Std,04/11/2012 16:30:00,0.386,ACORN-A,Affluent
MAC003718,Std,04/11/2012 17:00:00,0.271,ACORN-A,Affluent
MAC003718,Std,04/11/2012 17:30:00,0.24,ACORN-A,Affluent
MAC003718,Std,04/11/2012 18:00:00,0.402,ACORN-A,Affluent
MAC003718,Std,04/11/2012 18:30:00,0.433,ACORN-A,Affluent
MAC003718,Std,04/11/2012 19:00:00,0.475,ACORN-A,Affluent
MAC003718,Std,04/11/2012 19:30:00,0.62,ACORN-A,Affluent
MAC003718,Std,04/11/2012 20:00:00,0.471,ACORN-A,Affluent
MAC003718,Std,04/11/2012 20:30:00,0.364,ACORN-A,Affluent
MAC003718,Std,04/11/2012 21:00:00,0.557,ACORN-A,Affluent
MAC003718,Std,04/11/2012 21:30:00,0.352,ACORN-A,Affluent
MAC003718,Std,04/11/2012 22:00:00,0.349,ACORN-A,Affluent
MAC003718,Std,04/11/2012 22:30:00,0.232,ACORN-A,Affluent
MAC003718,Std,04/11/2012 23:00:00,0.816,ACORN-A,Affluent
MAC003718,Std,04/11/2012 23:30:00,0.319,ACORN-A,Affluent
MAC003718,Std,05/11/2012 00:00:00,0.727,ACORN-A,Affluent
MAC003718,Std,05/11/2012 00:30:00,0.118,ACORN-A,Affluent
MAC003718,Std,05/11/2012 01:00:00,0.087,ACORN-A,Affluent
MAC003718,Std,05/11/2012 01:30:00,0.085,ACORN-A,Affluent
MAC003718,Std,05/11/2012 02:00:00,0.08,ACORN-A,Affluent
MAC003718,Std,05/11/2012 02:30:00,0.082,ACORN-A,Affluent
MAC003718,Std,05/11/2012 03:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,05/11/2012 03:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,05/11/2012 04:00:00,0.122,ACORN-A,Affluent
MAC003718,Std,05/11/2012 04:30:00,0.119,ACORN-A,Affluent
MAC003718,Std,05/11/2012 05:00:00,0.149,ACORN-A,Affluent
MAC003718,Std,05/11/2012 05:30:00,0.094,ACORN-A,Affluent
MAC003718,Std,05/11/2012 06:00:00,0.081,ACORN-A,Affluent
MAC003718,Std,05/11/2012 06:30:00,0.472,ACORN-A,Affluent
MAC003718,Std,05/11/2012 07:00:00,0.363,ACORN-A,Affluent
MAC003718,Std,05/11/2012 07:30:00,0.309,ACORN-A,Affluent
MAC003718,Std,05/11/2012 08:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,05/11/2012 08:30:00,0.148,ACORN-A,Affluent
MAC003718,Std,05/11/2012 09:00:00,0.148,ACORN-A,Affluent
MAC003718,Std,05/11/2012 09:30:00,0.12,ACORN-A,Affluent
MAC003718,Std,05/11/2012 10:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,05/11/2012 10:30:00,0.766,ACORN-A,Affluent
MAC003718,Std,05/11/2012 11:00:00,0.234,ACORN-A,Affluent
MAC003718,Std,05/11/2012 11:30:00,0.247,ACORN-A,Affluent
MAC003718,Std,05/11/2012 12:00:00,0.198,ACORN-A,Affluent
MAC003718,Std,05/11/2012 12:30:00,0.213,ACORN-A,Affluent
MAC003718,Std,05/11/2012 13:00:00,0.664,ACORN-A,Affluent
MAC003718,Std,05/11/2012 13:30:00,0.34,ACORN-A,Affluent
MAC003718,Std,05/11/2012 14:00:00,0.525,ACORN-A,Affluent
MAC003718,Std,05/11/2012 14:30:00,0.569,ACORN-A,Affluent
MAC003718,Std,05/11/2012 15:00:00,0.352,ACORN-A,Affluent
MAC003718,Std,05/11/2012 15:30:00,0.244,ACORN-A,Affluent
MAC003718,Std,05/11/2012 16:00:00,0.226,ACORN-A,Affluent
MAC003718,Std,05/11/2012 16:30:00,0.204,ACORN-A,Affluent
MAC003718,Std,05/11/2012 17:00:00,0.216,ACORN-A,Affluent
MAC003718,Std,05/11/2012 17:30:00,0.192,ACORN-A,Affluent
MAC003718,Std,05/11/2012 18:00:00,0.353,ACORN-A,Affluent
MAC003718,Std,05/11/2012 18:30:00,0.217,ACORN-A,Affluent
MAC003718,Std,05/11/2012 19:00:00,0.387,ACORN-A,Affluent
MAC003718,Std,05/11/2012 19:30:00,0.509,ACORN-A,Affluent
MAC003718,Std,05/11/2012 20:00:00,0.489,ACORN-A,Affluent
MAC003718,Std,05/11/2012 20:30:00,0.517,ACORN-A,Affluent
MAC003718,Std,05/11/2012 21:00:00,0.6,ACORN-A,Affluent
MAC003718,Std,05/11/2012 21:30:00,0.633,ACORN-A,Affluent
MAC003718,Std,05/11/2012 22:00:00,0.552,ACORN-A,Affluent
MAC003718,Std,05/11/2012 22:30:00,0.598,ACORN-A,Affluent
MAC003718,Std,05/11/2012 23:00:00,0.928,ACORN-A,Affluent
MAC003718,Std,05/11/2012 23:30:00,0.409,ACORN-A,Affluent
MAC003718,Std,06/11/2012 00:00:00,0.675,ACORN-A,Affluent
MAC003718,Std,06/11/2012 00:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,06/11/2012 01:00:00,0.081,ACORN-A,Affluent
MAC003718,Std,06/11/2012 01:30:00,0.088,ACORN-A,Affluent
MAC003718,Std,06/11/2012 02:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,06/11/2012 02:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,06/11/2012 03:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,06/11/2012 03:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,06/11/2012 04:00:00,0.122,ACORN-A,Affluent
MAC003718,Std,06/11/2012 04:30:00,0.12,ACORN-A,Affluent
MAC003718,Std,06/11/2012 05:00:00,0.108,ACORN-A,Affluent
MAC003718,Std,06/11/2012 05:30:00,0.085,ACORN-A,Affluent
MAC003718,Std,06/11/2012 06:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,06/11/2012 06:30:00,0.128,ACORN-A,Affluent
MAC003718,Std,06/11/2012 07:00:00,0.255,ACORN-A,Affluent
MAC003718,Std,06/11/2012 07:30:00,0.551,ACORN-A,Affluent
MAC003718,Std,06/11/2012 08:00:00,0.207,ACORN-A,Affluent
MAC003718,Std,06/11/2012 08:30:00,0.247,ACORN-A,Affluent
MAC003718,Std,06/11/2012 09:00:00,0.729,ACORN-A,Affluent
MAC003718,Std,06/11/2012 09:30:00,0.206,ACORN-A,Affluent
MAC003718,Std,06/11/2012 10:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,06/11/2012 10:30:00,0.173,ACORN-A,Affluent
MAC003718,Std,06/11/2012 11:00:00,0.196,ACORN-A,Affluent
MAC003718,Std,06/11/2012 11:30:00,0.187,ACORN-A,Affluent
MAC003718,Std,06/11/2012 12:00:00,0.152,ACORN-A,Affluent
MAC003718,Std,06/11/2012 12:30:00,0.079,ACORN-A,Affluent
MAC003718,Std,06/11/2012 13:00:00,0.079,ACORN-A,Affluent
MAC003718,Std,06/11/2012 13:30:00,0.079,ACORN-A,Affluent
MAC003718,Std,06/11/2012 14:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,06/11/2012 14:30:00,0.1,ACORN-A,Affluent
MAC003718,Std,06/11/2012 15:00:00,0.14,ACORN-A,Affluent
MAC003718,Std,06/11/2012 15:30:00,0.305,ACORN-A,Affluent
MAC003718,Std,06/11/2012 16:00:00,0.31,ACORN-A,Affluent
MAC003718,Std,06/11/2012 16:30:00,0.238,ACORN-A,Affluent
MAC003718,Std,06/11/2012 17:00:00,0.59,ACORN-A,Affluent
MAC003718,Std,06/11/2012 17:30:00,1.02,ACORN-A,Affluent
MAC003718,Std,06/11/2012 18:00:00,0.361,ACORN-A,Affluent
MAC003718,Std,06/11/2012 18:30:00,0.333,ACORN-A,Affluent
MAC003718,Std,06/11/2012 19:00:00,0.316,ACORN-A,Affluent
MAC003718,Std,06/11/2012 19:30:00,0.273,ACORN-A,Affluent
MAC003718,Std,06/11/2012 20:00:00,0.45,ACORN-A,Affluent
MAC003718,Std,06/11/2012 20:30:00,0.169,ACORN-A,Affluent
MAC003718,Std,06/11/2012 21:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,06/11/2012 21:30:00,0.491,ACORN-A,Affluent
MAC003718,Std,06/11/2012 22:00:00,0.219,ACORN-A,Affluent
MAC003718,Std,06/11/2012 22:30:00,0.279,ACORN-A,Affluent
MAC003718,Std,06/11/2012 23:00:00,0.818,ACORN-A,Affluent
MAC003718,Std,06/11/2012 23:30:00,0.21,ACORN-A,Affluent
MAC003718,Std,07/11/2012 00:00:00,0.687,ACORN-A,Affluent
MAC003718,Std,07/11/2012 00:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,07/11/2012 01:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,07/11/2012 01:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,07/11/2012 02:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,07/11/2012 02:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,07/11/2012 03:00:00,0.078,ACORN-A,Affluent
MAC003718,Std,07/11/2012 03:30:00,0.078,ACORN-A,Affluent
MAC003718,Std,07/11/2012 04:00:00,0.078,ACORN-A,Affluent
MAC003718,Std,07/11/2012 04:30:00,0.079,ACORN-A,Affluent
MAC003718,Std,07/11/2012 05:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,07/11/2012 05:30:00,0.122,ACORN-A,Affluent
MAC003718,Std,07/11/2012 06:00:00,0.329,ACORN-A,Affluent
MAC003718,Std,07/11/2012 06:30:00,0.246,ACORN-A,Affluent
MAC003718,Std,07/11/2012 07:00:00,0.146,ACORN-A,Affluent
MAC003718,Std,07/11/2012 07:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,07/11/2012 08:00:00,0.314,ACORN-A,Affluent
MAC003718,Std,07/11/2012 08:30:00,0.165,ACORN-A,Affluent
MAC003718,Std,07/11/2012 09:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,07/11/2012 09:30:00,0.134,ACORN-A,Affluent
MAC003718,Std,07/11/2012 10:00:00,0.179,ACORN-A,Affluent
MAC003718,Std,07/11/2012 10:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,07/11/2012 11:00:00,0.117,ACORN-A,Affluent
MAC003718,Std,07/11/2012 11:30:00,0.077,ACORN-A,Affluent
MAC003718,Std,07/11/2012 12:00:00,0.076,ACORN-A,Affluent
MAC003718,Std,07/11/2012 12:30:00,0.099,ACORN-A,Affluent
MAC003718,Std,07/11/2012 13:00:00,0.12,ACORN-A,Affluent
MAC003718,Std,07/11/2012 13:30:00,0.117,ACORN-A,Affluent
MAC003718,Std,07/11/2012 14:00:00,0.117,ACORN-A,Affluent
MAC003718,Std,07/11/2012 14:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,07/11/2012 15:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,07/11/2012 15:30:00,0.16,ACORN-A,Affluent
MAC003718,Std,07/11/2012 16:00:00,0.351,ACORN-A,Affluent
MAC003718,Std,07/11/2012 16:30:00,0.22,ACORN-A,Affluent
MAC003718,Std,07/11/2012 17:00:00,0.835,ACORN-A,Affluent
MAC003718,Std,07/11/2012 17:30:00,0.712,ACORN-A,Affluent
MAC003718,Std,07/11/2012 18:00:00,0.431,ACORN-A,Affluent
MAC003718,Std,07/11/2012 18:30:00,0.6,ACORN-A,Affluent
MAC003718,Std,07/11/2012 19:00:00,0.45,ACORN-A,Affluent
MAC003718,Std,07/11/2012 19:30:00,0.487,ACORN-A,Affluent
MAC003718,Std,07/11/2012 20:00:00,0.228,ACORN-A,Affluent
MAC003718,Std,07/11/2012 20:30:00,0.259,ACORN-A,Affluent
MAC003718,Std,07/11/2012 21:00:00,0.399,ACORN-A,Affluent
MAC003718,Std,07/11/2012 21:30:00,0.277,ACORN-A,Affluent
MAC003718,Std,07/11/2012 22:00:00,0.152,ACORN-A,Affluent
MAC003718,Std,07/11/2012 22:30:00,0.644,ACORN-A,Affluent
MAC003718,Std,07/11/2012 23:00:00,0.235,ACORN-A,Affluent
MAC003718,Std,07/11/2012 23:30:00,0.612,ACORN-A,Affluent
MAC003718,Std,08/11/2012 00:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,08/11/2012 00:30:00,0.082,ACORN-A,Affluent
MAC003718,Std,08/11/2012 01:00:00,0.107,ACORN-A,Affluent
MAC003718,Std,08/11/2012 01:30:00,0.122,ACORN-A,Affluent
MAC003718,Std,08/11/2012 02:00:00,0.118,ACORN-A,Affluent
MAC003718,Std,08/11/2012 02:30:00,0.115,ACORN-A,Affluent
MAC003718,Std,08/11/2012 03:00:00,0.11,ACORN-A,Affluent
MAC003718,Std,08/11/2012 03:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,08/11/2012 04:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,08/11/2012 04:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,08/11/2012 05:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,08/11/2012 05:30:00,0.077,ACORN-A,Affluent
MAC003718,Std,08/11/2012 06:00:00,0.087,ACORN-A,Affluent
MAC003718,Std,08/11/2012 06:30:00,0.391,ACORN-A,Affluent
MAC003718,Std,08/11/2012 07:00:00,0.14,ACORN-A,Affluent
MAC003718,Std,08/11/2012 07:30:00,0.238,ACORN-A,Affluent
MAC003718,Std,08/11/2012 08:00:00,0.479,ACORN-A,Affluent
MAC003718,Std,08/11/2012 08:30:00,0.353,ACORN-A,Affluent
MAC003718,Std,08/11/2012 09:00:00,0.358,ACORN-A,Affluent
MAC003718,Std,08/11/2012 09:30:00,0.333,ACORN-A,Affluent
MAC003718,Std,08/11/2012 10:00:00,0.277,ACORN-A,Affluent
MAC003718,Std,08/11/2012 10:30:00,0.318,ACORN-A,Affluent
MAC003718,Std,08/11/2012 11:00:00,0.302,ACORN-A,Affluent
MAC003718,Std,08/11/2012 11:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,08/11/2012 12:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,08/11/2012 12:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,08/11/2012 13:00:00,0.105,ACORN-A,Affluent
MAC003718,Std,08/11/2012 13:30:00,0.103,ACORN-A,Affluent
MAC003718,Std,08/11/2012 14:00:00,0.104,ACORN-A,Affluent
MAC003718,Std,08/11/2012 14:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,08/11/2012 15:00:00,0.078,ACORN-A,Affluent
MAC003718,Std,08/11/2012 15:30:00,0.065,ACORN-A,Affluent
MAC003718,Std,08/11/2012 16:00:00,0.117,ACORN-A,Affluent
MAC003718,Std,08/11/2012 16:30:00,0.109,ACORN-A,Affluent
MAC003718,Std,08/11/2012 17:00:00,0.261,ACORN-A,Affluent
MAC003718,Std,08/11/2012 17:30:00,0.351,ACORN-A,Affluent
MAC003718,Std,08/11/2012 18:00:00,0.261,ACORN-A,Affluent
MAC003718,Std,08/11/2012 18:30:00,0.213,ACORN-A,Affluent
MAC003718,Std,08/11/2012 19:00:00,0.521,ACORN-A,Affluent
MAC003718,Std,08/11/2012 19:30:00,0.193,ACORN-A,Affluent
MAC003718,Std,08/11/2012 20:00:00,0.363,ACORN-A,Affluent
MAC003718,Std,08/11/2012 20:30:00,0.224,ACORN-A,Affluent
MAC003718,Std,08/11/2012 21:00:00,0.227,ACORN-A,Affluent
MAC003718,Std,08/11/2012 21:30:00,0.658,ACORN-A,Affluent
MAC003718,Std,08/11/2012 22:00:00,1.3609999,ACORN-A,Affluent
MAC003718,Std,08/11/2012 22:30:00,0.252,ACORN-A,Affluent
MAC003718,Std,08/11/2012 23:00:00,0.273,ACORN-A,Affluent
MAC003718,Std,08/11/2012 23:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,09/11/2012 00:00:00,0.1,ACORN-A,Affluent
MAC003718,Std,09/11/2012 00:30:00,0.077,ACORN-A,Affluent
MAC003718,Std,09/11/2012 01:00:00,0.077,ACORN-A,Affluent
MAC003718,Std,09/11/2012 01:30:00,0.077,ACORN-A,Affluent
MAC003718,Std,09/11/2012 02:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,09/11/2012 02:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,09/11/2012 03:00:00,0.077,ACORN-A,Affluent
MAC003718,Std,09/11/2012 03:30:00,0.076,ACORN-A,Affluent
MAC003718,Std,09/11/2012 04:00:00,0.077,ACORN-A,Affluent
MAC003718,Std,09/11/2012 04:30:00,0.076,ACORN-A,Affluent
MAC003718,Std,09/11/2012 05:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,09/11/2012 05:30:00,0.128,ACORN-A,Affluent
MAC003718,Std,09/11/2012 06:00:00,0.175,ACORN-A,Affluent
MAC003718,Std,09/11/2012 06:30:00,0.309,ACORN-A,Affluent
MAC003718,Std,09/11/2012 07:00:00,0.447,ACORN-A,Affluent
MAC003718,Std,09/11/2012 07:30:00,0.242,ACORN-A,Affluent
MAC003718,Std,09/11/2012 08:00:00,0.15,ACORN-A,Affluent
MAC003718,Std,09/11/2012 08:30:00,0.111,ACORN-A,Affluent
MAC003718,Std,09/11/2012 09:00:00,0.087,ACORN-A,Affluent
MAC003718,Std,09/11/2012 09:30:00,0.092,ACORN-A,Affluent
MAC003718,Std,09/11/2012 10:00:00,0.235,ACORN-A,Affluent
MAC003718,Std,09/11/2012 10:30:00,0.116,ACORN-A,Affluent
MAC003718,Std,09/11/2012 11:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,09/11/2012 11:30:00,0.146,ACORN-A,Affluent
MAC003718,Std,09/11/2012 12:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,09/11/2012 12:30:00,0.114,ACORN-A,Affluent
MAC003718,Std,09/11/2012 13:00:00,0.063,ACORN-A,Affluent
MAC003718,Std,09/11/2012 13:30:00,0.115,ACORN-A,Affluent
MAC003718,Std,09/11/2012 14:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,09/11/2012 14:30:00,0.227,ACORN-A,Affluent
MAC003718,Std,09/11/2012 15:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,09/11/2012 15:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,09/11/2012 16:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,09/11/2012 16:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,09/11/2012 17:00:00,0.296,ACORN-A,Affluent
MAC003718,Std,09/11/2012 17:30:00,0.223,ACORN-A,Affluent
MAC003718,Std,09/11/2012 18:00:00,0.149,ACORN-A,Affluent
MAC003718,Std,09/11/2012 18:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,09/11/2012 19:00:00,0.439,ACORN-A,Affluent
MAC003718,Std,09/11/2012 19:30:00,0.33,ACORN-A,Affluent
MAC003718,Std,09/11/2012 20:00:00,0.235,ACORN-A,Affluent
MAC003718,Std,09/11/2012 20:30:00,0.345,ACORN-A,Affluent
MAC003718,Std,09/11/2012 21:00:00,0.439,ACORN-A,Affluent
MAC003718,Std,09/11/2012 21:30:00,0.491,ACORN-A,Affluent
MAC003718,Std,09/11/2012 22:00:00,0.247,ACORN-A,Affluent
MAC003718,Std,09/11/2012 22:30:00,0.236,ACORN-A,Affluent
MAC003718,Std,09/11/2012 23:00:00,0.241,ACORN-A,Affluent
MAC003718,Std,09/11/2012 23:30:00,0.291,ACORN-A,Affluent
MAC003718,Std,10/11/2012 00:00:00,0.773,ACORN-A,Affluent
MAC003718,Std,10/11/2012 00:30:00,0.522,ACORN-A,Affluent
MAC003718,Std,10/11/2012 01:00:00,0.282,ACORN-A,Affluent
MAC003718,Std,10/11/2012 01:30:00,0.078,ACORN-A,Affluent
MAC003718,Std,10/11/2012 02:00:00,0.078,ACORN-A,Affluent
MAC003718,Std,10/11/2012 02:30:00,0.078,ACORN-A,Affluent
MAC003718,Std,10/11/2012 03:00:00,0.077,ACORN-A,Affluent
MAC003718,Std,10/11/2012 03:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,10/11/2012 04:00:00,0.083,ACORN-A,Affluent
MAC003718,Std,10/11/2012 04:30:00,0.117,ACORN-A,Affluent
MAC003718,Std,10/11/2012 05:00:00,0.119,ACORN-A,Affluent
MAC003718,Std,10/11/2012 05:30:00,0.116,ACORN-A,Affluent
MAC003718,Std,10/11/2012 06:00:00,0.115,ACORN-A,Affluent
MAC003718,Std,10/11/2012 06:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,10/11/2012 07:00:00,0.079,ACORN-A,Affluent
MAC003718,Std,10/11/2012 07:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,10/11/2012 08:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,10/11/2012 08:30:00,0.13,ACORN-A,Affluent
MAC003718,Std,10/11/2012 09:00:00,0.264,ACORN-A,Affluent
MAC003718,Std,10/11/2012 09:30:00,0.302,ACORN-A,Affluent
MAC003718,Std,10/11/2012 10:00:00,0.217,ACORN-A,Affluent
MAC003718,Std,10/11/2012 10:30:00,0.439,ACORN-A,Affluent
MAC003718,Std,10/11/2012 11:00:00,0.158,ACORN-A,Affluent
MAC003718,Std,10/11/2012 11:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,10/11/2012 12:00:00,0.389,ACORN-A,Affluent
MAC003718,Std,10/11/2012 12:30:00,0.235,ACORN-A,Affluent
